split,track_id,profile,fp_class_name,fn_class_name,fp_time_sec,fn_time_sec,delta_ms,abs_delta_ms,fp_confidence,fp_threshold,fn_threshold,threshold_mode,checkpoint,onset_tolerance_ms
TEST,test_fast_dense_000563_154bpm,fast_dense,KD,T12,0.91,0.88,30.0,30.0,0.1131565198302269,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000563_154bpm,fast_dense,SD,T12,0.9,0.88,20.0,20.0,0.043562669306993484,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000563_154bpm,fast_dense,T12,KD,1.02,0.97,50.0,50.0,0.05850868672132492,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000563_154bpm,fast_dense,T14,T12,0.9,0.88,20.0,20.0,0.04105828329920769,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000563_154bpm,fast_dense,T16,T12,0.9,0.88,20.0,20.0,0.04787842184305191,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000638_161bpm,fast_dense,SD,KD,0.92,0.93,-10.0,10.0,0.042816754430532455,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000643_186bpm,fast_dense,KD,T14,0.9,0.89,10.0,10.0,0.19270406663417816,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000643_186bpm,fast_dense,SD,T14,0.9,0.89,10.0,10.0,0.05883810296654701,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000643_186bpm,fast_dense,T12,SD,0.99,0.97,20.0,20.0,0.10324537754058838,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000643_186bpm,fast_dense,T12,T16,0.99,0.97,20.0,20.0,0.10324537754058838,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000643_186bpm,fast_dense,T14,SD,0.98,0.97,10.0,10.0,0.04796185344457626,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000643_186bpm,fast_dense,T14,T16,0.98,0.97,10.0,10.0,0.04796185344457626,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000643_186bpm,fast_dense,T14,T12,1.14,1.13,10.0,10.0,0.0632367953658104,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000666_154bpm,fast_dense,KD,T16,1.16,1.17,-10.0,10.0,0.11978307366371155,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000666_154bpm,fast_dense,SD,T12,0.94,0.97,-30.0,30.0,0.11923583596944809,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000666_154bpm,fast_dense,T12,T16,1.15,1.17,-20.0,20.0,0.05907443165779114,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000677_156bpm,fast_dense,SD,T12,0.98,0.96,20.0,20.0,0.04384002089500427,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000683_183bpm,fast_dense,SD,T12,0.78,0.73,50.0,50.0,0.06549545377492905,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000689_158bpm,fast_dense,KD,SD,0.4,0.38,20.0,20.0,0.056350357830524445,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000689_158bpm,fast_dense,T12,KD,0.58,0.57,10.0,10.0,0.04146884009242058,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000709_178bpm,fast_dense,T12,KD,0.52,0.5,20.0,20.0,0.07158023864030838,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000722_167bpm,fast_dense,T14,KD,1.09,1.08,10.0,10.0,0.04236011952161789,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000722_167bpm,fast_dense,T14,SD,1.09,1.08,10.0,10.0,0.04236011952161789,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000724_181bpm,fast_dense,T12,KD,0.66,0.66,0.0,0.0,0.06621205806732178,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000724_181bpm,fast_dense,T14,KD,0.66,0.66,0.0,0.0,0.1026037260890007,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000756_167bpm,fast_dense,KD,T12,1.09,1.08,10.0,10.0,0.10500580817461014,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000756_167bpm,fast_dense,T14,T12,1.07,1.08,-10.0,10.0,0.043398261070251465,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000756_167bpm,fast_dense,T16,T12,1.09,1.08,10.0,10.0,0.06945109367370605,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000758_170bpm,fast_dense,KD,T14,1.24,1.23,10.0,10.0,0.045573752373456955,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000758_170bpm,fast_dense,KD,T16,1.24,1.24,0.0,0.0,0.045573752373456955,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000764_150bpm,fast_dense,KD,T14,1.44,1.4,40.0,40.0,0.040973979979753494,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000764_150bpm,fast_dense,T12,SD,1.19,1.2,-10.0,10.0,0.06091979518532753,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000764_150bpm,fast_dense,T16,SD,1.19,1.2,-10.0,10.0,0.06595152616500854,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000805_166bpm,fast_dense,SD,T14,0.92,0.91,10.0,10.0,0.07607784122228622,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000805_166bpm,fast_dense,T12,T14,0.91,0.91,0.0,0.0,0.11866080015897751,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000805_166bpm,fast_dense,T16,T14,0.9,0.91,-10.0,10.0,0.05673044174909592,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000812_176bpm,fast_dense,T14,SD,1.05,1.02,30.0,30.0,0.05878916755318642,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000812_176bpm,fast_dense,T14,T16,1.05,1.1,-50.0,50.0,0.05878916755318642,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000812_176bpm,fast_dense,T16,SD,1.04,1.02,20.0,20.0,0.06406239420175552,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000813_161bpm,fast_dense,SD,T16,1.36,1.4,-40.0,40.0,0.05821697786450386,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000813_161bpm,fast_dense,T12,SD,1.13,1.12,10.0,10.0,0.04315122216939926,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000813_161bpm,fast_dense,T12,T16,1.13,1.12,10.0,10.0,0.04315122216939926,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000833_162bpm,fast_dense,SD,KD,0.69,0.74,-50.0,50.0,0.04474567249417305,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000833_162bpm,fast_dense,T12,SD,1.36,1.39,-30.0,30.0,0.060172323137521744,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000858_161bpm,fast_dense,KD,SD,0.28,0.28,0.0,0.0,0.12118567526340485,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000858_161bpm,fast_dense,KD,SD,0.63,0.65,-20.0,20.0,0.14173823595046997,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000858_161bpm,fast_dense,SD,T16,1.35,1.4,-50.0,50.0,0.04011872410774231,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000858_161bpm,fast_dense,T14,T16,1.35,1.4,-50.0,50.0,0.062644824385643,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000877_190bpm,fast_dense,SD,T16,0.74,0.79,-50.0,50.0,0.08242147415876389,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000878_158bpm,fast_dense,KD,SD,1.11,1.14,-30.0,30.0,0.11183185875415802,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000878_158bpm,fast_dense,KD,T12,1.11,1.14,-30.0,30.0,0.11183185875415802,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000878_158bpm,fast_dense,KD,T16,1.11,1.14,-30.0,30.0,0.11183185875415802,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000893_189bpm,fast_dense,T12,KD,0.62,0.63,-10.0,10.0,0.06618284434080124,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000893_189bpm,fast_dense,T12,SD,0.62,0.63,-10.0,10.0,0.06618284434080124,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000906_150bpm,fast_dense,SD,T12,1.27,1.31,-40.0,40.0,0.04884762316942215,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000906_150bpm,fast_dense,T14,KD,1.56,1.6,-40.0,40.0,0.07299289107322693,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000906_150bpm,fast_dense,T14,SD,1.56,1.6,-40.0,40.0,0.07299289107322693,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000907_161bpm,fast_dense,KD,T12,1.04,1.03,10.0,10.0,0.09169509261846542,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000907_161bpm,fast_dense,KD,SD,1.31,1.3,10.0,10.0,0.05371882766485214,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000907_161bpm,fast_dense,SD,T12,1.04,1.03,10.0,10.0,0.060551244765520096,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000907_161bpm,fast_dense,T14,T12,1.04,1.03,10.0,10.0,0.0475885272026062,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000917_155bpm,fast_dense,T12,T16,1.11,1.06,50.0,50.0,0.17606134712696075,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000917_155bpm,fast_dense,T14,T16,1.11,1.06,50.0,50.0,0.05561978742480278,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000933_149bpm,fast_dense,SD,T12,1.29,1.31,-20.0,20.0,0.09610827267169952,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000945_177bpm,fast_dense,T12,SD,0.88,0.93,-50.0,50.0,0.06281811743974686,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000958_161bpm,fast_dense,T14,KD,1.12,1.12,0.0,0.0,0.11183995008468628,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000958_161bpm,fast_dense,T14,SD,1.12,1.12,0.0,0.0,0.11183995008468628,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000961_187bpm,fast_dense,SD,KD,0.68,0.64,40.0,40.0,0.045693524181842804,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000965_152bpm,fast_dense,KD,SD,0.7,0.69,10.0,10.0,0.04062443971633911,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000965_152bpm,fast_dense,SD,KD,0.62,0.6,20.0,20.0,0.06633304804563522,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000968_160bpm,fast_dense,KD,SD,0.9,0.94,-40.0,40.0,0.045776646584272385,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000968_160bpm,fast_dense,SD,T12,1.13,1.13,0.0,0.0,0.058404553681612015,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000968_160bpm,fast_dense,T14,T12,1.13,1.13,0.0,0.0,0.1236896812915802,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000994_169bpm,fast_dense,KD,T12,1.07,1.06,10.0,10.0,0.16250556707382202,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000994_169bpm,fast_dense,T12,KD,0.98,0.98,0.0,0.0,0.040691882371902466,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000994_169bpm,fast_dense,T12,SD,0.98,0.97,10.0,10.0,0.040691882371902466,0.04,0.04,global,final,50.0
TEST,test_fast_dense_000994_169bpm,fast_dense,T14,T12,1.06,1.06,0.0,0.0,0.10713094472885132,0.04,0.04,global,final,50.0
TEST,test_fast_dense_001034_155bpm,fast_dense,KD,T14,1.22,1.26,-40.0,40.0,0.24586030840873718,0.04,0.04,global,final,50.0
TEST,test_fast_dense_001034_155bpm,fast_dense,KD,T16,1.22,1.26,-40.0,40.0,0.24586030840873718,0.04,0.04,global,final,50.0
TEST,test_fast_dense_001034_155bpm,fast_dense,KD,SD,1.49,1.45,40.0,40.0,0.04335793852806091,0.04,0.04,global,final,50.0
TEST,test_fast_dense_001034_155bpm,fast_dense,SD,KD,0.76,0.77,-10.0,10.0,0.05601155757904053,0.04,0.04,global,final,50.0
TEST,test_fast_dense_001034_155bpm,fast_dense,T12,T14,1.22,1.26,-40.0,40.0,0.05482332035899162,0.04,0.04,global,final,50.0
TEST,test_fast_dense_001034_155bpm,fast_dense,T12,T16,1.22,1.26,-40.0,40.0,0.05482332035899162,0.04,0.04,global,final,50.0
TEST,test_fast_dense_001041_182bpm,fast_dense,KD,T14,1.24,1.24,0.0,0.0,0.09807422012090683,0.04,0.04,global,final,50.0
TEST,test_fast_dense_001041_182bpm,fast_dense,KD,T16,1.24,1.24,0.0,0.0,0.09807422012090683,0.04,0.04,global,final,50.0
TEST,test_fast_dense_001041_182bpm,fast_dense,SD,KD,1.15,1.16,-10.0,10.0,0.05991296470165253,0.04,0.04,global,final,50.0
TEST,test_fast_dense_001041_182bpm,fast_dense,T12,SD,0.8,0.82,-20.0,20.0,0.1871895045042038,0.04,0.04,global,final,50.0
TEST,test_fast_dense_001041_182bpm,fast_dense,T14,KD,1.14,1.16,-20.0,20.0,0.08285906910896301,0.04,0.04,global,final,50.0
TEST,test_fast_dense_001041_182bpm,fast_dense,T16,KD,1.14,1.16,-20.0,20.0,0.2839321494102478,0.04,0.04,global,final,50.0
TEST,test_fast_dense_001091_184bpm,fast_dense,KD,T14,1.02,1.06,-40.0,40.0,0.04449426010251045,0.04,0.04,global,final,50.0
TEST,test_fast_dense_001091_184bpm,fast_dense,SD,T14,1.01,1.06,-50.0,50.0,0.045406635850667953,0.04,0.04,global,final,50.0
TEST,test_fast_dense_001104_183bpm,fast_dense,SD,T16,1.25,1.23,20.0,20.0,0.04986777529120445,0.04,0.04,global,final,50.0
TEST,test_fast_dense_001137_150bpm,fast_dense,T12,KD,1.03,1.0,30.0,30.0,0.07890567183494568,0.04,0.04,global,final,50.0
TEST,test_fast_dense_001137_150bpm,fast_dense,T14,T12,1.22,1.2,20.0,20.0,0.04097066447138786,0.04,0.04,global,final,50.0
TEST,test_fast_dense_001137_150bpm,fast_dense,T16,KD,1.03,1.0,30.0,30.0,0.07127316296100616,0.04,0.04,global,final,50.0
TEST,test_fast_dense_001157_185bpm,fast_dense,KD,SD,1.01,0.97,40.0,40.0,0.04266323894262314,0.04,0.04,global,final,50.0
TEST,test_fast_dense_001157_185bpm,fast_dense,KD,T12,1.2,1.22,-20.0,20.0,0.08737269043922424,0.04,0.04,global,final,50.0
TEST,test_fast_dense_001172_170bpm,fast_dense,SD,T14,1.25,1.23,20.0,20.0,0.056178923696279526,0.04,0.04,global,final,50.0
TEST,test_fast_dense_001184_168bpm,fast_dense,KD,SD,1.06,1.07,-10.0,10.0,0.15277720987796783,0.04,0.04,global,final,50.0
TEST,test_fast_dense_001184_168bpm,fast_dense,KD,T12,1.06,1.07,-10.0,10.0,0.15277720987796783,0.04,0.04,global,final,50.0
TEST,test_fast_dense_001184_168bpm,fast_dense,T12,KD,0.89,0.89,0.0,0.0,0.049825385212898254,0.04,0.04,global,final,50.0
TEST,test_fast_dense_001184_168bpm,fast_dense,T12,T16,0.89,0.89,0.0,0.0,0.049825385212898254,0.04,0.04,global,final,50.0
TEST,test_fast_dense_001195_151bpm,fast_dense,KD,SD,1.21,1.19,20.0,20.0,0.1611473560333252,0.04,0.04,global,final,50.0
TEST,test_fast_dense_001195_151bpm,fast_dense,KD,T16,1.21,1.19,20.0,20.0,0.1611473560333252,0.04,0.04,global,final,50.0
TEST,test_fast_dense_001195_151bpm,fast_dense,T12,SD,1.21,1.19,20.0,20.0,0.13512393832206726,0.04,0.04,global,final,50.0
TEST,test_fast_dense_001195_151bpm,fast_dense,T12,T16,1.21,1.19,20.0,20.0,0.13512393832206726,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000015_96bpm,fill_heavy,KD,SD,0.68,0.63,50.0,50.0,0.14769408106803894,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000030_130bpm,fill_heavy,KD,T12,1.52,1.5,20.0,20.0,0.11041577905416489,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000030_130bpm,fill_heavy,SD,KD,1.63,1.62,10.0,10.0,0.06290075927972794,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000030_130bpm,fill_heavy,SD,T14,1.63,1.62,10.0,10.0,0.06290075927972794,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000030_130bpm,fill_heavy,SD,T16,1.63,1.62,10.0,10.0,0.06290075927972794,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000030_130bpm,fill_heavy,T12,KD,1.63,1.62,10.0,10.0,0.1255037933588028,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000030_130bpm,fill_heavy,T12,T14,1.63,1.62,10.0,10.0,0.1255037933588028,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000030_130bpm,fill_heavy,T12,T16,1.63,1.62,10.0,10.0,0.1255037933588028,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000034_124bpm,fill_heavy,KD,SD,0.43,0.48,-50.0,50.0,0.1191914975643158,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000034_124bpm,fill_heavy,T14,T12,1.61,1.57,40.0,40.0,0.06785142421722412,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000034_124bpm,fill_heavy,T14,T16,1.61,1.57,40.0,40.0,0.06785142421722412,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000038_129bpm,fill_heavy,KD,T12,1.46,1.51,-50.0,50.0,0.20436571538448334,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000045_123bpm,fill_heavy,SD,T16,1.74,1.7,40.0,40.0,0.07223720848560333,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000053_109bpm,fill_heavy,KD,SD,1.67,1.66,10.0,10.0,0.1639649122953415,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000053_109bpm,fill_heavy,SD,KD,1.51,1.52,-10.0,10.0,0.13726545870304108,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000090_107bpm,fill_heavy,T12,KD,1.16,1.12,40.0,40.0,0.05428284779191017,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000090_107bpm,fill_heavy,T16,KD,1.15,1.12,30.0,30.0,0.041188083589076996,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000129_100bpm,fill_heavy,KD,SD,1.03,1.05,-20.0,20.0,0.20275917649269104,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000142_132bpm,fill_heavy,SD,T14,1.61,1.59,20.0,20.0,0.046522241085767746,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000153_121bpm,fill_heavy,KD,T16,1.82,1.86,-40.0,40.0,0.1447390615940094,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000153_121bpm,fill_heavy,T16,KD,1.95,1.98,-30.0,30.0,0.08995053917169571,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000160_109bpm,fill_heavy,SD,T14,1.97,1.93,40.0,40.0,0.14060114324092865,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000160_109bpm,fill_heavy,T16,T14,1.97,1.93,40.0,40.0,0.0544646717607975,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000165_117bpm,fill_heavy,T14,SD,1.78,1.79,-10.0,10.0,0.054841529577970505,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000182_122bpm,fill_heavy,SD,T16,1.84,1.84,0.0,0.0,0.04052457958459854,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000208_128bpm,fill_heavy,KD,T14,1.68,1.64,40.0,40.0,0.06703435629606247,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000208_128bpm,fill_heavy,SD,T14,1.68,1.64,40.0,40.0,0.04334432631731033,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000208_128bpm,fill_heavy,T12,KD,0.92,0.94,-20.0,20.0,0.04547925293445587,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000208_128bpm,fill_heavy,T12,SD,0.92,0.94,-20.0,20.0,0.04547925293445587,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000208_128bpm,fill_heavy,T12,T14,0.92,0.94,-20.0,20.0,0.04547925293445587,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000210_114bpm,fill_heavy,KD,T12,1.47,1.44,30.0,30.0,0.0572030134499073,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000210_114bpm,fill_heavy,SD,T12,1.46,1.44,20.0,20.0,0.0746159553527832,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000210_114bpm,fill_heavy,T12,KD,1.62,1.57,50.0,50.0,0.04086994752287865,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000210_114bpm,fill_heavy,T12,SD,1.62,1.57,50.0,50.0,0.04086994752287865,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000211_111bpm,fill_heavy,KD,T14,1.45,1.48,-30.0,30.0,0.04937154799699783,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000211_111bpm,fill_heavy,KD,T12,1.73,1.75,-20.0,20.0,0.05007113888859749,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000211_111bpm,fill_heavy,SD,T14,1.46,1.48,-20.0,20.0,0.056137628853321075,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000211_111bpm,fill_heavy,SD,T12,1.72,1.75,-30.0,30.0,0.0822291374206543,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000226_130bpm,fill_heavy,KD,SD,1.24,1.27,-30.0,30.0,0.14501912891864777,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000226_130bpm,fill_heavy,SD,T12,1.19,1.16,30.0,30.0,0.04096416011452675,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000226_130bpm,fill_heavy,SD,KD,1.39,1.39,0.0,0.0,0.07384737581014633,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000226_130bpm,fill_heavy,SD,T14,1.39,1.39,0.0,0.0,0.07384737581014633,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000226_130bpm,fill_heavy,T12,SD,1.23,1.27,-40.0,40.0,0.05806664749979973,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000228_131bpm,fill_heavy,SD,KD,1.13,1.15,-20.0,20.0,0.04056698456406593,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000233_100bpm,fill_heavy,KD,SD,1.0,1.05,-50.0,50.0,0.07005263864994049,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000233_100bpm,fill_heavy,KD,SD,1.81,1.81,0.0,0.0,0.18595202267169952,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000233_100bpm,fill_heavy,KD,T14,1.81,1.8,10.0,10.0,0.18595202267169952,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000233_100bpm,fill_heavy,KD,T14,2.13,2.11,20.0,20.0,0.11042801290750504,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000233_100bpm,fill_heavy,SD,T14,2.12,2.11,10.0,10.0,0.07688840478658676,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000233_100bpm,fill_heavy,T12,T14,2.11,2.11,0.0,0.0,0.04981280490756035,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000233_100bpm,fill_heavy,T14,T12,1.99,1.95,40.0,40.0,0.06785349547863007,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000237_101bpm,fill_heavy,KD,SD,2.08,2.07,10.0,10.0,0.040561530739068985,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000240_116bpm,fill_heavy,SD,KD,1.08,1.04,40.0,40.0,0.052152324467897415,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000274_108bpm,fill_heavy,T14,T12,1.51,1.52,-10.0,10.0,0.07246766984462738,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000278_122bpm,fill_heavy,KD,SD,1.35,1.35,0.0,0.0,0.11411327123641968,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000278_122bpm,fill_heavy,T12,T14,1.59,1.6,-10.0,10.0,0.07666803896427155,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000321_113bpm,fill_heavy,SD,T12,1.75,1.73,20.0,20.0,0.06067986413836479,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000331_127bpm,fill_heavy,KD,T14,1.79,1.78,10.0,10.0,0.11152016371488571,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000331_127bpm,fill_heavy,KD,T16,1.79,1.78,10.0,10.0,0.11152016371488571,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000331_127bpm,fill_heavy,SD,KD,1.2,1.19,10.0,10.0,0.05459090694785118,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000331_127bpm,fill_heavy,SD,T12,1.2,1.19,10.0,10.0,0.05459090694785118,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000335_110bpm,fill_heavy,SD,T14,1.89,1.9,-10.0,10.0,0.08332068473100662,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000335_110bpm,fill_heavy,SD,T16,1.89,1.9,-10.0,10.0,0.08332068473100662,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000339_112bpm,fill_heavy,SD,KD,1.77,1.74,30.0,30.0,0.05600137263536453,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000339_112bpm,fill_heavy,SD,T14,1.77,1.74,30.0,30.0,0.05600137263536453,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000342_119bpm,fill_heavy,KD,SD,1.77,1.77,0.0,0.0,0.04503215104341507,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000342_119bpm,fill_heavy,KD,T14,1.77,1.77,0.0,0.0,0.04503215104341507,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000342_119bpm,fill_heavy,SD,KD,1.29,1.26,30.0,30.0,0.04484141990542412,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000346_109bpm,fill_heavy,KD,SD,1.19,1.24,-50.0,50.0,0.18269675970077515,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000346_109bpm,fill_heavy,T12,SD,1.24,1.24,0.0,0.0,0.04342779144644737,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000361_128bpm,fill_heavy,KD,T14,1.49,1.52,-30.0,30.0,0.1441558450460434,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000361_128bpm,fill_heavy,KD,T16,1.49,1.52,-30.0,30.0,0.1441558450460434,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000361_128bpm,fill_heavy,SD,T14,1.49,1.52,-30.0,30.0,0.15558777749538422,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000361_128bpm,fill_heavy,SD,T16,1.49,1.52,-30.0,30.0,0.15558777749538422,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000361_128bpm,fill_heavy,T12,T14,1.49,1.52,-30.0,30.0,0.05387795343995094,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000361_128bpm,fill_heavy,T12,T16,1.49,1.52,-30.0,30.0,0.05387795343995094,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000362_98bpm,fill_heavy,KD,T16,2.15,2.15,0.0,0.0,0.058091819286346436,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000375_123bpm,fill_heavy,T12,SD,1.47,1.46,10.0,10.0,0.10172340273857117,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000377_118bpm,fill_heavy,KD,T14,1.66,1.65,10.0,10.0,0.06633667647838593,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000377_118bpm,fill_heavy,SD,T14,1.66,1.65,10.0,10.0,0.060102835297584534,0.04,0.04,global,final,50.0
TEST,test_fill_heavy_000399_134bpm,fill_heavy,KD,T12,1.32,1.34,-20.0,20.0,0.15535376965999603,0.04,0.04,global,final,50.0
