split,track_id,annotation_path,n_gt_annotation_KD,n_gt_annotation_SD,n_gt_annotation_T12,n_gt_annotation_T14,n_gt_annotation_T16,n_gt_used_global_KD,n_gt_used_global_SD,n_gt_used_global_T12,n_gt_used_global_T14,n_gt_used_global_T16,n_gt_used_per_class_KD,n_gt_used_per_class_SD,n_gt_used_per_class_T12,n_gt_used_per_class_T14,n_gt_used_per_class_T16,times_seen_by_analyzer,status
TEST,test_humanized_mixed_000024_87bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000024_87bpm.txt,4,3,1,1,1,4,3,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000025_113bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000025_113bpm.txt,5,5,1,1,1,5,5,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000043_152bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000043_152bpm.txt,5,4,1,1,1,5,4,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000058_137bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000058_137bpm.txt,5,4,1,2,2,5,4,1,2,2,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000065_113bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000065_113bpm.txt,4,4,1,1,1,4,4,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000071_151bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000071_151bpm.txt,3,3,2,2,1,3,3,2,2,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000072_151bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000072_151bpm.txt,5,5,1,1,1,5,5,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000075_94bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000075_94bpm.txt,4,4,2,2,2,4,4,2,2,2,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000080_128bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000080_128bpm.txt,4,3,1,1,1,4,3,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000096_83bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000096_83bpm.txt,5,5,1,1,1,5,5,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000100_114bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000100_114bpm.txt,5,4,1,1,1,5,4,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000103_153bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000103_153bpm.txt,5,5,1,1,1,5,5,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000113_143bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000113_143bpm.txt,4,4,1,2,1,4,4,1,2,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000117_122bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000117_122bpm.txt,4,5,1,1,1,4,5,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000119_125bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000119_125bpm.txt,5,4,1,2,2,5,4,1,2,2,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000123_120bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000123_120bpm.txt,4,4,1,1,1,4,4,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000124_148bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000124_148bpm.txt,4,5,2,1,1,4,5,2,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000130_133bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000130_133bpm.txt,4,4,1,1,1,4,4,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000132_89bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000132_89bpm.txt,4,3,1,1,1,4,3,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000133_138bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000133_138bpm.txt,4,5,2,1,1,4,5,2,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000134_100bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000134_100bpm.txt,4,4,1,2,1,4,4,1,2,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000135_135bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000135_135bpm.txt,4,4,1,1,1,4,4,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000138_138bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000138_138bpm.txt,4,4,1,1,1,4,4,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000144_135bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000144_135bpm.txt,3,4,1,1,2,3,4,1,1,2,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000149_93bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000149_93bpm.txt,5,5,2,1,1,5,5,2,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000151_99bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000151_99bpm.txt,4,4,1,2,1,4,4,1,2,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000152_134bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000152_134bpm.txt,5,5,1,1,2,5,5,1,1,2,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000166_83bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000166_83bpm.txt,5,5,2,1,1,5,5,2,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000174_133bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000174_133bpm.txt,4,4,1,2,1,4,4,1,2,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000175_146bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000175_146bpm.txt,5,5,1,1,2,5,5,1,1,2,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000180_142bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000180_142bpm.txt,4,4,1,1,1,4,4,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000190_107bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000190_107bpm.txt,4,5,1,1,1,4,5,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000191_131bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000191_131bpm.txt,5,5,1,1,1,5,5,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000198_122bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000198_122bpm.txt,4,4,1,1,1,4,4,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000202_82bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000202_82bpm.txt,5,4,1,1,2,5,4,1,1,2,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000219_89bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000219_89bpm.txt,4,4,1,2,1,4,4,1,2,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000220_138bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000220_138bpm.txt,5,4,1,1,2,5,4,1,1,2,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000225_122bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000225_122bpm.txt,3,4,1,2,2,3,4,1,2,2,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000241_141bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000241_141bpm.txt,3,3,2,2,1,3,3,2,2,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000243_153bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000243_153bpm.txt,5,4,1,1,1,5,4,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000249_148bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000249_148bpm.txt,4,4,1,2,2,4,4,1,2,2,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000252_118bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000252_118bpm.txt,3,4,1,1,1,3,4,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000254_103bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000254_103bpm.txt,5,6,1,1,1,5,6,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000257_104bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000257_104bpm.txt,5,5,1,1,1,5,5,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000258_93bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000258_93bpm.txt,3,3,1,1,2,3,3,1,1,2,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000259_105bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000259_105bpm.txt,5,4,1,1,1,5,4,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000279_137bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000279_137bpm.txt,3,3,1,2,1,3,3,1,2,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000281_101bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000281_101bpm.txt,4,4,1,1,2,4,4,1,1,2,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000283_117bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000283_117bpm.txt,4,5,1,1,1,4,5,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000288_150bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000288_150bpm.txt,3,3,1,2,2,3,3,1,2,2,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000289_86bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000289_86bpm.txt,5,4,1,1,1,5,4,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000291_127bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000291_127bpm.txt,5,5,2,1,1,5,5,2,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000294_137bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000294_137bpm.txt,5,6,1,1,1,5,6,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000295_142bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000295_142bpm.txt,3,3,1,1,2,3,3,1,1,2,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000299_128bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000299_128bpm.txt,4,4,1,2,2,4,4,1,2,2,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000313_122bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000313_122bpm.txt,5,5,1,2,1,5,5,1,2,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000314_92bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000314_92bpm.txt,5,4,1,1,2,5,4,1,1,2,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000319_104bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000319_104bpm.txt,4,4,1,1,1,4,4,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000320_122bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000320_122bpm.txt,3,3,1,2,1,3,3,1,2,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000359_132bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000359_132bpm.txt,5,5,2,1,1,5,5,2,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000364_118bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000364_118bpm.txt,4,3,1,1,1,4,3,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000374_121bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000374_121bpm.txt,4,3,1,1,1,4,3,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000380_148bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000380_148bpm.txt,4,5,1,1,1,4,5,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000396_155bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000396_155bpm.txt,5,5,1,1,2,5,5,1,1,2,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000406_89bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000406_89bpm.txt,4,3,1,1,1,4,3,1,1,1,0,0,0,0,0,1,ok
TEST,test_humanized_mixed_000416_120bpm,C:\Users\rsanc\Documents\MAGISTER EN ACUSTICA Y VIBRACIONES\SEMESTRE IV\Automatic-Drum-Transcription-with-Vibrations\DATASET_GENERATOR\CUSTOM_5CLASS_MULTIPROFILE_LOW_FULL\TEST\ANNOTATIONS\test_humanized_mixed_000416_120bpm.txt,4,3,1,1,1,4,3,1,1,1,0,0,0,0,0,1,ok
